etth1,20,0.309189469,0.382669926
etth1,24,0.322679281,0.39317748
etth1,40,0.358257681,0.416670769
etth1,48,0.371469229,0.432036579
etth1,80,0.418298483,0.461176217
etth1,96,0.444422752,0.479892731
etth1,160,0.470714808,0.4990848
etth1,192,0.490458161,0.507399738
etth1,320,0.54609102,0.544468999
etth1,360,0.572503567,0.560752153
etth1,480,0.618411124,0.587691486
etth1,720,0.642391682,0.598738372
etth2,20,0.120139934,0.242017984
etth2,24,0.130056724,0.257828712
etth2,40,0.148821428,0.271166861
etth2,48,0.155961052,0.278259933
etth2,80,0.201195568,0.323026985
etth2,96,0.216604516,0.338880748
etth2,160,0.255652785,0.367995203
etth2,192,0.293133408,0.396520525
etth2,320,0.328825295,0.420782208
etth2,360,0.343082964,0.434244692
etth2,480,0.448819995,0.509473741
etth2,720,0.642925799,0.571044505
ettm1,20,0.246996835,0.322587609
ettm1,24,0.269781113,0.344201744
ettm1,40,0.343248874,0.396905303
ettm1,48,0.348032504,0.410463035
ettm1,80,0.420161128,0.443266451
ettm1,96,0.381630898,0.427905768
ettm1,160,0.486741096,0.490338564
ettm1,192,0.451359212,0.470583409
ettm1,320,0.509938061,0.511213064
ettm1,360,0.503955185,0.507206857
ettm1,480,0.537343383,0.529009581
ettm1,720,0.570517421,0.54968667
ettm2,20,0.068788901,0.179774418
ettm2,24,0.074399866,0.184406653
ettm2,40,0.096517853,0.217377335
ettm2,48,0.108004816,0.232178226
ettm2,80,0.127050936,0.252614319
ettm2,96,0.13252008,0.257521987
ettm2,160,0.174142346,0.296770304
ettm2,192,0.216334984,0.341597557
ettm2,320,0.293631613,0.400838047
ettm2,360,0.228953302,0.33940804
ettm2,480,0.336378485,0.424576342
ettm2,720,0.396105886,0.465436995
exchange,20,0.01398271,0.081914686
exchange,24,0.018158499,0.095472395
exchange,40,0.023949657,0.110430628
exchange,48,0.029021487,0.122041047
exchange,80,0.056815386,0.177388117
exchange,96,0.056234542,0.175399363
exchange,160,0.094362065,0.232090339
exchange,192,0.110863,0.252516896
exchange,320,0.2277859,0.369943231
exchange,360,0.218781307,0.36509195
exchange,480,0.282896489,0.43856883
exchange,720,0.576246858,0.637173831
finance,20,0.938504696,0.658745289
finance,24,0.96793741,0.676452279
finance,40,0.98797375,0.69368875
finance,48,1.228486538,0.812910378
finance,80,1.83618331,0.988246262
finance,96,1.373670936,0.862096131
finance,160,1.406270742,0.882196605
finance,320,1.282047033,0.847877204
finance,360,1.460123897,0.9031865
finance,480,1.212992907,0.834372938
finance,720,1.0944556,0.774319887
gweather,20,0.092715874,0.136767924
gweather,24,0.101090372,0.144829452
gweather,40,0.132100523,0.186508417
gweather,48,0.136825696,0.195444509
gweather,80,0.174351886,0.239793658
gweather,96,0.174977899,0.241665706
gweather,160,0.201507658,0.267681241
gweather,192,0.222942084,0.285063982
gweather,320,0.264673114,0.317798346
gweather,360,0.273463041,0.328006327
gweather,480,0.315824568,0.355434328
gweather,720,0.349902958,0.381875604
ill,24,2.252074003,1.031108737
ill,36,2.302521944,1.072280526
ill,48,2.162132502,1.012655616
ill,60,2.144875765,0.992176294
wht,20,0.301475316,0.345580846
wht,24,0.320315182,0.362176657
wht,40,0.371365279,0.405436248
wht,48,0.391445279,0.422968209
wht,80,0.444647968,0.459916979
wht,96,0.462084562,0.477507859
wht,160,0.499608159,0.511280179
wht,192,0.5145486,0.519953787
wht,320,0.527307928,0.53216815
wht,360,0.54236722,0.538770914
wht,480,0.555163801,0.552375376
wht,720,0.576479614,0.562127173
