etth1,20,0.353217423,0.418467283
etth1,24,0.358339041,0.422896147
etth1,40,0.4040021,0.452437073
etth1,48,0.451112032,0.491604179
etth1,80,0.525431693,0.526616335
etth1,96,0.480508804,0.50601536
etth1,160,0.624791265,0.584571898
etth1,192,0.573390245,0.564263344
etth1,320,1.029061913,0.749806225
etth1,360,0.683041096,0.615681708
etth1,480,0.870269895,0.695589781
etth1,720,0.778150022,0.672083139
etth2,20,0.181313336,0.265421331
etth2,24,0.142961606,0.260882944
etth2,40,0.179384738,0.293496311
etth2,48,0.188712865,0.310741216
etth2,80,0.336979479,0.405403525
etth2,96,0.352042973,0.395521641
etth2,160,0.738783479,0.555506945
etth2,192,0.618076503,0.542098463
etth2,320,0.892099798,0.678651989
etth2,360,1.212262392,0.750603437
etth2,480,1.193877697,0.722563148
etth2,720,1.082193375,0.688661218
ettm1,20,0.255346119,0.327343464
ettm1,24,0.282505393,0.340981483
ettm1,40,0.381360918,0.411946684
ettm1,48,0.416208684,0.432975322
ettm1,80,0.465033412,0.472269535
ettm1,96,0.489781678,0.480461389
ettm1,160,0.614195287,0.55812645
ettm1,192,0.638854325,0.563350081
ettm1,320,0.80428201,0.636568725
ettm1,360,0.718094349,0.606677413
ettm1,480,0.632537246,0.577705264
ettm1,720,0.837121964,0.658221364
ettm2,20,0.068749301,0.176202133
ettm2,24,0.080456175,0.193666428
ettm2,40,0.122152932,0.24311991
ettm2,48,0.154438451,0.278636813
ettm2,80,0.125092208,0.249556527
ettm2,96,0.210378811,0.328105688
ettm2,160,0.384240121,0.432181388
ettm2,192,0.361827046,0.424892932
ettm2,320,0.37380904,0.438583195
ettm2,360,0.397226632,0.441112518
ettm2,480,0.428829759,0.464683443
ettm2,720,0.801841199,0.630110681
exchange,20,0.013794335,0.080741778
exchange,24,0.018317759,0.097075805
exchange,40,0.028073857,0.123231225
exchange,48,0.032419425,0.133848205
exchange,80,0.050691944,0.169629678
exchange,96,0.58501184,0.496971846
exchange,160,0.154576361,0.299921095
exchange,192,0.429234713,0.498527586
exchange,320,0.578742087,0.620466232
exchange,360,0.877422452,0.742306769
exchange,480,1.275262356,0.952155292
exchange,720,0.889670849,0.747439742
gweather,20,0.095255241,0.141703621
gweather,24,0.102620415,0.144513726
gweather,40,0.147559106,0.195854694
gweather,48,0.151268393,0.206016392
gweather,80,0.188073963,0.244998559
gweather,96,0.200870514,0.260241359
gweather,160,0.227452338,0.288894832
gweather,192,0.259441495,0.316286057
gweather,320,0.319585592,0.365586191
gweather,360,0.322185099,0.36330995
gweather,480,0.376616955,0.407132685
gweather,720,0.492709965,0.454146087
ill,24,1.852152228,0.910541475
ill,36,2.145787477,1.017222047
ill,48,1.921040058,0.939142883
ill,60,2.015631914,0.962945521
wht,20,0.305382878,0.3453888
wht,24,0.329362929,0.368965507
wht,40,0.396474183,0.418686748
wht,48,0.410555303,0.431176364
wht,80,0.486614943,0.484898269
wht,96,0.493384004,0.489337116
wht,160,0.519013882,0.519213974
wht,192,0.54683733,0.529479504
wht,320,0.546257496,0.536738932
wht,360,0.562017202,0.551602364
wht,480,0.556826949,0.549848437
wht,720,0.582538247,0.568789482
